tag_id	tag_title	variable_phv	creator_id	created	modified
14	BMI	126013	20	2018-02-22 19:55:29+00:00	2018-02-22 19:55:29+00:00
7	Resting arm systolic BP	128370	20	2018-02-22 21:08:54+00:00	2018-02-22 21:08:54+00:00
7	Resting arm systolic BP	128372	20	2018-02-22 21:08:54+00:00	2018-02-22 21:08:54+00:00
7	Resting arm systolic BP	128373	20	2018-02-22 21:08:54+00:00	2018-02-22 21:08:54+00:00
7	Resting arm systolic BP	128375	20	2018-02-22 21:08:54+00:00	2018-02-22 21:08:54+00:00
7	Resting arm systolic BP	128376	20	2018-02-22 21:08:54+00:00	2018-02-22 21:08:54+00:00
8	Resting arm diastolic BP	128371	20	2018-02-22 21:10:22+00:00	2018-02-22 21:10:22+00:00
8	Resting arm diastolic BP	128372	20	2018-02-22 21:10:22+00:00	2018-02-22 21:10:22+00:00
8	Resting arm diastolic BP	128374	20	2018-02-22 21:10:22+00:00	2018-02-22 21:10:22+00:00
8	Resting arm diastolic BP	128375	20	2018-02-22 21:10:22+00:00	2018-02-22 21:10:22+00:00
8	Resting arm diastolic BP	128377	20	2018-02-22 21:10:22+00:00	2018-02-22 21:10:22+00:00
12	Height	125860	20	2018-02-22 21:24:41+00:00	2018-02-22 21:24:41+00:00
13	Weight	125861	20	2018-02-22 21:25:10+00:00	2018-02-22 21:25:10+00:00
15	Waist circumference	125862	20	2018-02-22 21:25:33+00:00	2018-02-22 21:25:33+00:00
7	Resting arm systolic BP	125871	20	2018-02-22 21:39:11+00:00	2018-02-22 21:39:11+00:00
8	Resting arm diastolic BP	125872	20	2018-02-22 21:39:31+00:00	2018-02-22 21:39:31+00:00
7	Resting arm systolic BP	125876	20	2018-02-22 21:42:46+00:00	2018-02-22 21:42:46+00:00
7	Resting arm systolic BP	125881	20	2018-02-22 21:42:46+00:00	2018-02-22 21:42:46+00:00
7	Resting arm systolic BP	125886	20	2018-02-22 21:42:46+00:00	2018-02-22 21:42:46+00:00
7	Resting arm systolic BP	125891	20	2018-02-22 21:42:46+00:00	2018-02-22 21:42:46+00:00
7	Resting arm systolic BP	125896	20	2018-02-22 21:42:46+00:00	2018-02-22 21:42:46+00:00
8	Resting arm diastolic BP	125877	20	2018-02-22 21:45:49+00:00	2018-02-22 21:45:49+00:00
8	Resting arm diastolic BP	125882	20	2018-02-22 21:45:49+00:00	2018-02-22 21:45:49+00:00
8	Resting arm diastolic BP	125887	20	2018-02-22 21:45:49+00:00	2018-02-22 21:45:49+00:00
8	Resting arm diastolic BP	125892	20	2018-02-22 21:45:49+00:00	2018-02-22 21:45:49+00:00
8	Resting arm diastolic BP	125897	20	2018-02-22 21:45:49+00:00	2018-02-22 21:45:49+00:00
20	Other stroke	128093	20	2018-02-23 15:41:16+00:00	2018-02-23 15:41:16+00:00
20	Other stroke	128094	20	2018-02-23 15:41:16+00:00	2018-02-23 15:41:16+00:00
20	Other stroke	128395	20	2018-02-23 15:41:16+00:00	2018-02-23 15:41:16+00:00
20	Other stroke	128396	20	2018-02-23 15:41:16+00:00	2018-02-23 15:41:16+00:00
14	BMI	56588	22	2018-02-26 19:07:39+00:00	2018-02-26 19:07:39+00:00
14	BMI	56833	22	2018-02-26 19:09:01+00:00	2018-02-26 19:09:01+00:00
14	BMI	277024	23	2018-02-26 19:42:18+00:00	2018-02-26 19:42:18+00:00
14	BMI	277025	23	2018-02-26 19:42:51+00:00	2018-02-26 19:42:51+00:00
14	BMI	277095	23	2018-02-26 19:43:12+00:00	2018-02-26 19:43:12+00:00
14	BMI	277096	23	2018-02-26 19:43:32+00:00	2018-02-26 19:43:32+00:00
14	BMI	277097	23	2018-02-26 19:43:47+00:00	2018-02-26 19:43:47+00:00
14	BMI	277098	23	2018-02-26 19:44:00+00:00	2018-02-26 19:44:00+00:00
14	BMI	277099	23	2018-02-26 19:44:16+00:00	2018-02-26 19:44:16+00:00
14	BMI	277100	23	2018-02-26 19:44:33+00:00	2018-02-26 19:44:33+00:00
14	BMI	277101	23	2018-02-26 19:44:47+00:00	2018-02-26 19:44:47+00:00
14	BMI	277102	23	2018-02-26 19:45:03+00:00	2018-02-26 19:45:03+00:00
14	BMI	277103	23	2018-02-26 19:45:17+00:00	2018-02-26 19:45:17+00:00
14	BMI	4077	23	2018-02-26 19:49:15+00:00	2018-02-26 19:49:15+00:00
14	BMI	4521	23	2018-02-26 19:49:33+00:00	2018-02-26 19:49:33+00:00
14	BMI	4933	23	2018-02-26 19:49:48+00:00	2018-02-26 19:49:48+00:00
14	BMI	5554	23	2018-02-26 19:49:59+00:00	2018-02-26 19:49:59+00:00
14	BMI	6023	23	2018-02-26 19:50:13+00:00	2018-02-26 19:50:13+00:00
14	BMI	6323	23	2018-02-26 19:50:31+00:00	2018-02-26 19:50:31+00:00
14	BMI	6657	23	2018-02-26 19:50:45+00:00	2018-02-26 19:50:45+00:00
14	BMI	7092	23	2018-02-26 19:50:59+00:00	2018-02-26 19:50:59+00:00
14	BMI	7531	23	2018-02-26 19:51:15+00:00	2018-02-26 19:51:15+00:00
14	BMI	8735	23	2018-02-26 19:51:31+00:00	2018-02-26 19:51:31+00:00
14	BMI	9118	23	2018-02-26 19:51:45+00:00	2018-02-26 19:51:45+00:00
14	BMI	9570	23	2018-02-26 19:52:02+00:00	2018-02-26 19:52:02+00:00
14	BMI	10130	23	2018-02-26 19:52:17+00:00	2018-02-26 19:52:17+00:00
14	BMI	10691	23	2018-02-26 19:52:39+00:00	2018-02-26 19:52:39+00:00
14	BMI	70735	23	2018-02-26 19:53:02+00:00	2018-02-26 19:53:02+00:00
8	Resting arm diastolic BP	529	23	2018-02-27 12:35:49+00:00	2018-02-27 12:35:49+00:00
8	Resting arm diastolic BP	531	23	2018-02-27 12:36:09+00:00	2018-02-27 12:36:09+00:00
8	Resting arm diastolic BP	533	23	2018-02-27 12:36:20+00:00	2018-02-27 12:36:20+00:00
8	Resting arm diastolic BP	621	23	2018-02-27 12:36:33+00:00	2018-02-27 12:36:33+00:00
8	Resting arm diastolic BP	623	23	2018-02-27 12:36:43+00:00	2018-02-27 12:36:43+00:00
8	Resting arm diastolic BP	625	23	2018-02-27 12:36:55+00:00	2018-02-27 12:36:55+00:00
8	Resting arm diastolic BP	641	23	2018-02-27 12:37:09+00:00	2018-02-27 12:37:09+00:00
8	Resting arm diastolic BP	643	23	2018-02-27 12:37:19+00:00	2018-02-27 12:37:19+00:00
8	Resting arm diastolic BP	645	23	2018-02-27 12:37:33+00:00	2018-02-27 12:37:33+00:00
8	Resting arm diastolic BP	720	23	2018-02-27 12:37:43+00:00	2018-02-27 12:37:43+00:00
8	Resting arm diastolic BP	722	23	2018-02-27 12:37:53+00:00	2018-02-27 12:37:53+00:00
8	Resting arm diastolic BP	758	23	2018-02-27 12:38:04+00:00	2018-02-27 12:38:04+00:00
8	Resting arm diastolic BP	760	23	2018-02-27 12:39:14+00:00	2018-02-27 12:39:14+00:00
8	Resting arm diastolic BP	762	23	2018-02-27 12:39:26+00:00	2018-02-27 12:39:26+00:00
8	Resting arm diastolic BP	834	23	2018-02-27 12:39:40+00:00	2018-02-27 12:39:40+00:00
8	Resting arm diastolic BP	836	23	2018-02-27 12:39:51+00:00	2018-02-27 12:39:51+00:00
8	Resting arm diastolic BP	838	23	2018-02-27 12:40:04+00:00	2018-02-27 12:40:04+00:00
8	Resting arm diastolic BP	919	23	2018-02-27 12:40:16+00:00	2018-02-27 12:40:16+00:00
8	Resting arm diastolic BP	921	23	2018-02-27 12:40:30+00:00	2018-02-27 12:40:30+00:00
8	Resting arm diastolic BP	923	23	2018-02-27 12:40:44+00:00	2018-02-27 12:40:44+00:00
8	Resting arm diastolic BP	1042	23	2018-02-27 12:43:35+00:00	2018-02-27 12:43:35+00:00
8	Resting arm diastolic BP	1044	23	2018-02-27 12:43:45+00:00	2018-02-27 12:43:45+00:00
8	Resting arm diastolic BP	1046	23	2018-02-27 12:44:00+00:00	2018-02-27 12:44:00+00:00
8	Resting arm diastolic BP	1196	23	2018-02-27 12:44:17+00:00	2018-02-27 12:44:17+00:00
8	Resting arm diastolic BP	1198	23	2018-02-27 12:44:30+00:00	2018-02-27 12:44:30+00:00
8	Resting arm diastolic BP	1200	23	2018-02-27 12:44:44+00:00	2018-02-27 12:44:44+00:00
8	Resting arm diastolic BP	1371	23	2018-02-27 12:45:08+00:00	2018-02-27 12:45:08+00:00
8	Resting arm diastolic BP	1373	23	2018-02-27 12:45:19+00:00	2018-02-27 12:45:19+00:00
8	Resting arm diastolic BP	1375	23	2018-02-27 12:45:32+00:00	2018-02-27 12:45:32+00:00
8	Resting arm diastolic BP	1568	23	2018-02-27 12:46:32+00:00	2018-02-27 12:46:32+00:00
8	Resting arm diastolic BP	1570	23	2018-02-27 12:46:50+00:00	2018-02-27 12:46:50+00:00
8	Resting arm diastolic BP	1572	23	2018-02-27 12:47:02+00:00	2018-02-27 12:47:02+00:00
8	Resting arm diastolic BP	1810	23	2018-02-27 12:47:18+00:00	2018-02-27 12:47:18+00:00
8	Resting arm diastolic BP	1812	23	2018-02-27 12:47:33+00:00	2018-02-27 12:47:33+00:00
8	Resting arm diastolic BP	1814	23	2018-02-27 12:47:45+00:00	2018-02-27 12:47:45+00:00
8	Resting arm diastolic BP	2025	23	2018-02-27 12:48:05+00:00	2018-02-27 12:48:05+00:00
8	Resting arm diastolic BP	2027	23	2018-02-27 12:48:17+00:00	2018-02-27 12:48:17+00:00
8	Resting arm diastolic BP	2029	23	2018-02-27 12:48:28+00:00	2018-02-27 12:48:28+00:00
8	Resting arm diastolic BP	2209	23	2018-02-27 12:48:50+00:00	2018-02-27 12:48:50+00:00
8	Resting arm diastolic BP	2211	23	2018-02-27 12:49:05+00:00	2018-02-27 12:49:05+00:00
8	Resting arm diastolic BP	2213	23	2018-02-27 12:49:17+00:00	2018-02-27 12:49:17+00:00
8	Resting arm diastolic BP	2430	23	2018-02-27 12:49:28+00:00	2018-02-27 12:49:28+00:00
8	Resting arm diastolic BP	2432	23	2018-02-27 12:49:39+00:00	2018-02-27 12:49:39+00:00
8	Resting arm diastolic BP	2434	23	2018-02-27 12:49:56+00:00	2018-02-27 12:49:56+00:00
8	Resting arm diastolic BP	2674	23	2018-02-27 12:50:10+00:00	2018-02-27 12:50:10+00:00
8	Resting arm diastolic BP	2676	23	2018-02-27 12:50:21+00:00	2018-02-27 12:50:21+00:00
8	Resting arm diastolic BP	2678	23	2018-02-27 12:50:33+00:00	2018-02-27 12:50:33+00:00
8	Resting arm diastolic BP	2948	23	2018-02-27 12:52:58+00:00	2018-02-27 12:52:58+00:00
8	Resting arm diastolic BP	3173	23	2018-02-27 12:53:15+00:00	2018-02-27 12:53:15+00:00
8	Resting arm diastolic BP	3177	23	2018-02-27 12:53:43+00:00	2018-02-27 12:53:43+00:00
8	Resting arm diastolic BP	3247	23	2018-02-27 12:54:01+00:00	2018-02-27 12:54:01+00:00
8	Resting arm diastolic BP	3307	23	2018-02-27 12:54:16+00:00	2018-02-27 12:54:16+00:00
8	Resting arm diastolic BP	3317	23	2018-02-27 12:55:36+00:00	2018-02-27 12:55:36+00:00
8	Resting arm diastolic BP	3592	23	2018-02-27 12:56:20+00:00	2018-02-27 12:56:20+00:00
8	Resting arm diastolic BP	3676	23	2018-02-27 12:56:35+00:00	2018-02-27 12:56:35+00:00
8	Resting arm diastolic BP	3689	23	2018-02-27 12:56:49+00:00	2018-02-27 12:56:49+00:00
8	Resting arm diastolic BP	3691	23	2018-02-27 12:57:03+00:00	2018-02-27 12:57:03+00:00
8	Resting arm diastolic BP	4092	23	2018-02-27 12:57:27+00:00	2018-02-27 12:57:27+00:00
8	Resting arm diastolic BP	4107	23	2018-02-27 12:57:46+00:00	2018-02-27 12:57:46+00:00
8	Resting arm diastolic BP	4109	23	2018-02-27 12:58:02+00:00	2018-02-27 12:58:02+00:00
8	Resting arm diastolic BP	4534	23	2018-02-27 12:58:22+00:00	2018-02-27 12:58:22+00:00
8	Resting arm diastolic BP	4547	23	2018-02-27 12:58:36+00:00	2018-02-27 12:58:36+00:00
8	Resting arm diastolic BP	4549	23	2018-02-27 12:58:48+00:00	2018-02-27 12:58:48+00:00
8	Resting arm diastolic BP	5139	23	2018-02-27 12:59:09+00:00	2018-02-27 12:59:09+00:00
8	Resting arm diastolic BP	5229	23	2018-02-27 12:59:26+00:00	2018-02-27 12:59:26+00:00
8	Resting arm diastolic BP	5549	23	2018-02-27 12:59:55+00:00	2018-02-27 12:59:55+00:00
8	Resting arm diastolic BP	5767	23	2018-02-27 13:00:10+00:00	2018-02-27 13:00:10+00:00
8	Resting arm diastolic BP	5856	23	2018-02-27 13:00:21+00:00	2018-02-27 13:00:21+00:00
8	Resting arm diastolic BP	5935	23	2018-02-27 13:00:35+00:00	2018-02-27 13:00:35+00:00
8	Resting arm diastolic BP	6042	23	2018-02-27 13:00:51+00:00	2018-02-27 13:00:51+00:00
8	Resting arm diastolic BP	6044	23	2018-02-27 13:01:05+00:00	2018-02-27 13:01:05+00:00
8	Resting arm diastolic BP	6251	23	2018-02-27 13:01:18+00:00	2018-02-27 13:01:18+00:00
8	Resting arm diastolic BP	6253	23	2018-02-27 13:01:29+00:00	2018-02-27 13:01:29+00:00
8	Resting arm diastolic BP	6337	23	2018-02-27 13:02:28+00:00	2018-02-27 13:02:28+00:00
8	Resting arm diastolic BP	6513	23	2018-02-27 13:30:52+00:00	2018-02-27 13:30:52+00:00
8	Resting arm diastolic BP	6608	23	2018-02-27 13:31:09+00:00	2018-02-27 13:31:09+00:00
8	Resting arm diastolic BP	6681	23	2018-02-27 13:31:22+00:00	2018-02-27 13:31:22+00:00
8	Resting arm diastolic BP	6922	23	2018-02-27 13:31:36+00:00	2018-02-27 13:31:36+00:00
8	Resting arm diastolic BP	7042	23	2018-02-27 13:32:11+00:00	2018-02-27 13:32:11+00:00
8	Resting arm diastolic BP	7111	23	2018-02-27 13:32:30+00:00	2018-02-27 13:32:30+00:00
8	Resting arm diastolic BP	7475	23	2018-02-27 13:32:44+00:00	2018-02-27 13:32:44+00:00
8	Resting arm diastolic BP	7573	23	2018-02-27 13:33:20+00:00	2018-02-27 13:33:20+00:00
8	Resting arm diastolic BP	7575	23	2018-02-27 13:33:30+00:00	2018-02-27 13:33:30+00:00
8	Resting arm diastolic BP	7577	23	2018-02-27 13:33:40+00:00	2018-02-27 13:33:40+00:00
8	Resting arm diastolic BP	7684	23	2018-02-27 13:34:05+00:00	2018-02-27 13:34:05+00:00
8	Resting arm diastolic BP	7686	23	2018-02-27 13:34:16+00:00	2018-02-27 13:34:16+00:00
8	Resting arm diastolic BP	7688	23	2018-02-27 13:34:29+00:00	2018-02-27 13:34:29+00:00
8	Resting arm diastolic BP	8161	23	2018-02-27 13:35:21+00:00	2018-02-27 13:35:21+00:00
8	Resting arm diastolic BP	8540	23	2018-02-27 13:40:11+00:00	2018-02-27 13:40:11+00:00
8	Resting arm diastolic BP	8712	23	2018-02-27 13:41:04+00:00	2018-02-27 13:41:04+00:00
8	Resting arm diastolic BP	8757	23	2018-02-27 13:41:25+00:00	2018-02-27 13:41:25+00:00
8	Resting arm diastolic BP	8759	23	2018-02-27 13:41:43+00:00	2018-02-27 13:41:43+00:00
8	Resting arm diastolic BP	8771	23	2018-02-27 13:41:55+00:00	2018-02-27 13:41:55+00:00
8	Resting arm diastolic BP	9396	23	2018-02-27 13:42:15+00:00	2018-02-27 13:42:15+00:00
8	Resting arm diastolic BP	9487	23	2018-02-27 13:44:12+00:00	2018-02-27 13:44:12+00:00
8	Resting arm diastolic BP	9559	23	2018-02-27 13:44:23+00:00	2018-02-27 13:44:23+00:00
8	Resting arm diastolic BP	9906	23	2018-02-27 13:44:34+00:00	2018-02-27 13:44:34+00:00
8	Resting arm diastolic BP	10001	23	2018-02-27 13:44:57+00:00	2018-02-27 13:44:57+00:00
8	Resting arm diastolic BP	10123	23	2018-02-27 13:45:19+00:00	2018-02-27 13:45:19+00:00
8	Resting arm diastolic BP	10361	23	2018-02-27 13:45:33+00:00	2018-02-27 13:45:33+00:00
8	Resting arm diastolic BP	10434	23	2018-02-27 13:46:01+00:00	2018-02-27 13:46:01+00:00
8	Resting arm diastolic BP	10508	23	2018-02-27 13:46:15+00:00	2018-02-27 13:46:15+00:00
8	Resting arm diastolic BP	21093	23	2018-02-27 13:46:28+00:00	2018-02-27 13:46:28+00:00
8	Resting arm diastolic BP	21148	23	2018-02-27 13:46:43+00:00	2018-02-27 13:46:43+00:00
8	Resting arm diastolic BP	21240	23	2018-02-27 13:46:54+00:00	2018-02-27 13:46:54+00:00
8	Resting arm diastolic BP	55257	23	2018-02-27 13:48:47+00:00	2018-02-27 13:48:47+00:00
8	Resting arm diastolic BP	55286	23	2018-02-27 13:51:02+00:00	2018-02-27 13:51:02+00:00
8	Resting arm diastolic BP	55288	23	2018-02-27 13:51:11+00:00	2018-02-27 13:51:11+00:00
8	Resting arm diastolic BP	55290	23	2018-02-27 13:51:19+00:00	2018-02-27 13:51:19+00:00
8	Resting arm diastolic BP	56836	23	2018-02-27 13:51:40+00:00	2018-02-27 13:51:40+00:00
8	Resting arm diastolic BP	56854	23	2018-02-27 13:51:53+00:00	2018-02-27 13:51:53+00:00
8	Resting arm diastolic BP	56856	23	2018-02-27 13:52:10+00:00	2018-02-27 13:52:10+00:00
8	Resting arm diastolic BP	70376	23	2018-02-27 13:53:30+00:00	2018-02-27 13:53:30+00:00
8	Resting arm diastolic BP	70501	23	2018-02-27 13:53:42+00:00	2018-02-27 13:53:42+00:00
8	Resting arm diastolic BP	70558	23	2018-02-27 13:54:01+00:00	2018-02-27 13:54:01+00:00
8	Resting arm diastolic BP	72139	23	2018-02-27 13:54:13+00:00	2018-02-27 13:54:13+00:00
8	Resting arm diastolic BP	72213	23	2018-02-27 13:54:27+00:00	2018-02-27 13:54:27+00:00
8	Resting arm diastolic BP	177354	23	2018-02-27 13:55:51+00:00	2018-02-27 13:55:51+00:00
8	Resting arm diastolic BP	177419	23	2018-02-27 13:56:10+00:00	2018-02-27 13:56:10+00:00
8	Resting arm diastolic BP	250294	23	2018-02-27 13:56:40+00:00	2018-02-27 13:56:40+00:00
8	Resting arm diastolic BP	250562	23	2018-02-27 13:56:52+00:00	2018-02-27 13:56:52+00:00
8	Resting arm diastolic BP	250653	23	2018-02-27 13:57:15+00:00	2018-02-27 13:57:15+00:00
8	Resting arm diastolic BP	250916	23	2018-02-27 13:59:28+00:00	2018-02-27 13:59:28+00:00
8	Resting arm diastolic BP	250995	23	2018-02-27 13:59:47+00:00	2018-02-27 13:59:47+00:00
8	Resting arm diastolic BP	251071	23	2018-02-27 13:59:58+00:00	2018-02-27 13:59:58+00:00
8	Resting arm diastolic BP	251342	23	2018-02-27 14:00:15+00:00	2018-02-27 14:00:15+00:00
8	Resting arm diastolic BP	251409	23	2018-02-27 14:00:26+00:00	2018-02-27 14:00:26+00:00
8	Resting arm diastolic BP	254089	23	2018-02-27 14:00:42+00:00	2018-02-27 14:00:42+00:00
8	Resting arm diastolic BP	254156	23	2018-02-27 14:00:53+00:00	2018-02-27 14:00:53+00:00
8	Resting arm diastolic BP	254611	23	2018-02-27 14:01:09+00:00	2018-02-27 14:01:09+00:00
8	Resting arm diastolic BP	254708	23	2018-02-27 14:03:19+00:00	2018-02-27 14:03:19+00:00
8	Resting arm diastolic BP	254769	23	2018-02-27 14:03:31+00:00	2018-02-27 14:03:31+00:00
8	Resting arm diastolic BP	255003	23	2018-02-27 14:03:50+00:00	2018-02-27 14:03:50+00:00
8	Resting arm diastolic BP	255099	23	2018-02-27 14:04:01+00:00	2018-02-27 14:04:01+00:00
8	Resting arm diastolic BP	273915	23	2018-02-27 14:04:14+00:00	2018-02-27 14:04:14+00:00
8	Resting arm diastolic BP	273970	23	2018-02-27 14:04:29+00:00	2018-02-27 14:04:29+00:00
